date,load_mw,gen_wind_mw,gen_solar_mw,gen_thermal_total_mw,gen_thermal_total_kwh,rice_fuel_cost,rice_o_and_m_cost,rice_total_cost,combustion_fuel_cost,combustion_o_and_m_cost,combustion_total_cost
2017-01-01 01:00:00.000000,35.1,1.6796600000000002,0.0,33.42034,33420.340000000004,5906.864769424461,350.91357000000005,6257.778339424461,10627.187251798565,153.733564,10780.920815798565
2017-01-01 02:00:00.000000,34.6,1.23327,0.0,33.366730000000004,33366.73,5897.389491187051,350.35066500000005,6247.740156187051,10610.14004316547,153.48695800000002,10763.627001165469
2017-01-01 02:59:59.999999,34.2,1.09193,0.0,33.108070000000005,33108.07000000001,5851.672731834534,347.6347350000001,6199.307466834534,10527.889884892087,152.29712200000003,10680.187006892087
2017-01-01 03:59:59.999999,33.8,1.4650999999999998,0.0,32.3349,32334.899999999998,5715.019106115107,339.51645,6054.535556115107,10282.032949640288,148.74053999999998,10430.773489640289
2017-01-01 04:59:59.999999,33.4,1.12029,0.0,32.27971,32279.710000000003,5705.264571402878,338.93695500000007,6044.201526402878,10264.483323741008,148.486666,10412.969989741008
2017-01-01 06:00:00.000000,33.3,0.913553,0.0,32.386447,32386.446999999996,5724.129760233813,340.05769349999997,6064.187453733813,10298.424153956836,148.97765619999998,10447.401810156836
2017-01-01 06:59:59.999999,33.8,1.8412899999999999,0.0,31.958709999999996,31958.709999999995,5648.529553417266,335.56645499999996,5984.096008417266,10162.409942446044,147.01006599999997,10309.420008446044
2017-01-01 07:59:59.999998,34.7,1.59375,3.1261799999999997,29.980070000000005,29980.070000000003,5298.815609532375,314.79073500000004,5613.606344532374,9533.230892086332,137.90832200000003,9671.139214086332
2017-01-01 08:59:59.999998,34.7,1.17778,9.95163,23.570590000000003,23570.590000000004,4165.974603057555,247.49119500000006,4413.465798057556,7495.108474820146,108.42471400000001,7603.533188820145
2017-01-01 09:59:59.999998,40.7,0.7824679999999999,10.213984,29.703548,29703.548000000003,5249.941838057555,311.88725400000004,5561.8290920575555,9445.300874820146,136.63632080000002,9581.937195620147
2017-01-01 10:59:59.999998,41.4,0.8731,19.489309999999996,21.03759,21037.59,3718.2805203237413,220.894695,3939.175215323741,6689.65092086331,96.772914,6786.42383486331
2017-01-01 11:59:59.999997,43.7,0.85985,15.04918,27.79097,27790.97,4911.903996223022,291.80518500000005,5203.709181223022,8837.12858992806,127.838462,8964.967051928059
2017-01-01 12:59:59.999997,43.4,0.9139109999999999,15.75354,26.732549,26732.549,4724.833795377698,280.69176450000003,5005.5255598776985,8500.565941007193,122.96972539999999,8623.535666407193
2017-01-01 13:59:59.999997,42.9,0.807334,21.22428,20.868386,20868.386000000002,3688.3746262949644,219.11805300000003,3907.4926792949645,6635.846483453239,95.9945756,6731.8410590532385
2017-01-01 14:59:59.999997,43.3,0.8910370000000001,18.6345,23.774463,23774.463,4202.008055773382,249.6318615,4451.639917273382,7559.9371553956835,109.36252979999999,7669.299685195683
2017-01-01 15:59:59.999997,44.9,0.410643,10.088189999999999,34.401167,34401.167,6080.220649442446,361.21225350000003,6441.432902942446,10939.076125179856,158.2453682,11097.321493379855
2017-01-01 16:59:59.999996,44.0,0.031546399999999995,8.39491,35.573543599999994,35573.54359999999,6287.431887719423,373.52220779999993,6660.9540955194225,11311.875015251797,163.63830055999995,11475.513315811797
2017-01-01 17:59:59.999996,44.0,0.139159,1.360616,42.500225,42500.225,7511.685450989208,446.2523625,7957.937813489209,13514.460035971224,195.501035,13709.961070971223
2017-01-01 18:59:59.999996,45.5,0.350356,0.0,45.149644,45149.644,7979.955963812949,474.07126200000005,8454.02722581295,14356.937156834534,207.6883624,14564.625519234534
2017-01-01 19:59:59.999996,46.5,1.2938399999999999,0.0,45.20616,45206.159999999996,7989.944861870504,474.66468,8464.609541870504,14374.908431654676,207.94833599999998,14582.856767654675
2017-01-01 20:59:59.999996,45.0,3.07827,0.0,41.92173,41921.729999999996,7409.439581115107,440.178165,7849.617746115107,13330.506949640287,192.83995799999997,13523.346907640287
2017-01-01 21:59:59.999995,41.7,5.5351099999999995,0.0,36.16489,36164.89,6391.9491732014385,379.73134500000003,6771.680518201439,11499.914661870505,166.358494,11666.273155870505
